종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
102970,2,KODEX 증권,8285,5,-75,-0.9,8292.0,-1.993,42908,355,609,국내 업종/테마,KODEX,False,False,False
091220,2,TIGER 은행,7535,5,-50,-0.66,7564.0,-5.7179,21994,165,609,국내 업종/테마,TIGER,False,False,False
385510,2,KODEX K-신재생에너지액티브,12045,2,255,2.16,12076.0,14.0232,273832,3282,608,국내 업종/테마,KODEX,False,False,False
368190,2,HANARO Fn K-뉴딜디지털플러스,12650,5,-155,-1.21,12654.0,-0.1171,20827,263,607,국내 업종/테마,HANARO,False,False,False
277630,1,TIGER 코스피,31700,5,-80,-0.25,31800.0,-2.7539999999999996,3928,124,602,국내 시장지수,TIGER,False,False,False
396510,4,TIGER 차이나클린에너지SOLACTIVE,10470,5,-235,-2.2,,,186570,1972,591,해외 주식,TIGER,False,False,False
302190,6,TIGER 중장기국채,52435,5,-40,-0.08,52416.0,0.4883,959,50,566,채권,TIGER,False,False,False
363580,2,KODEX 200IT TR,13795,5,-20,-0.14,13800.0,-0.2888,2830,38,566,국내 업종/테마,KODEX,False,False,False
315960,2,KBSTAR 대형고배당10TR,15835,2,145,0.92,15853.0,-8.7791,12250,193,562,국내 업종/테마,KBSTAR,False,False,False
365000,2,TIGER KRX인터넷K-뉴딜,12065,5,-70,-0.58,12061.0,4.0737,125326,1507,561,국내 업종/테마,TIGER,False,False,False
385560,6,KBSTAR KIS국고채30년Enhanced,105800,5,-600,-0.56,105655.0,5.4237,127,13,561,채권,KBSTAR,False,False,False
266370,2,KODEX IT,20295,2,40,0.2,20345.0,0.6459,12806,259,548,국내 업종/테마,KODEX,False,False,False
289260,2,TIGER MSCI KOREA ESG리더스,11560,2,20,0.17,11578.0,-3.431,426,4,538,국내 업종/테마,TIGER,False,False,False
354350,4,HANARO 글로벌럭셔리S&P(합성),18170,2,115,0.64,,0.4171,29124,528,536,해외 주식,HANARO,False,False,False
304780,1,HANARO 200선물레버리지,27910,2,95,0.34,27915.0,-9.6329,150,4,530,국내 시장지수,HANARO,False,True,False
139230,2,TIGER 200 중공업,3425,5,-15,-0.44,3436.0,-12.3567,337034,1155,529,국내 업종/테마,TIGER,False,False,False
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,12620,5,-145,-1.14,,22.2115,51658,651,510,해외 주식,TIGER,False,False,False
336160,6,KBSTAR 금융채액티브,102875,5,-55,-0.05,102916.0,-0.3582,8,0,504,채권,KBSTAR,False,False,False
397410,6,KBSTAR 국채선물5년추종인버스,50275,2,10,0.02,50293.0,,6,0,492,채권,KBSTAR,True,False,False
099140,4,KODEX 차이나H,19500,5,-280,-1.42,,-7.332000000000001,7105,138,488,해외 주식,KODEX,False,False,False
375770,2,KODEX 탄소효율그린뉴딜,9945,5,-5,-0.05,9968.0,-2.6419,4824,47,477,국내 업종/테마,KODEX,False,False,False
292190,1,KODEX KRX300,18975,2,15,0.08,18984.0,-3.1418,7208,136,474,국내 시장지수,KODEX,False,False,False
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),3765,5,-20,-0.53,,-13.9773,162465,609,452,해외 주식,KBSTAR,False,False,True
337160,2,KODEX 200ESG,14565,2,40,0.28,14565.0,-5.0964,2074,30,452,국내 업종/테마,KODEX,False,False,False
114460,6,KINDEX 국고채3년,106310,5,-25,-0.02,106308.0,-0.155,68,7,447,채권,KINDEX,False,False,False
361580,1,KBSTAR 200TR,21060,2,40,0.19,21063.0,-4.3241,2809,59,442,국내 시장지수,KBSTAR,False,False,False
256440,4,KINDEX 인도네시아MSCI(합성),8345,5,-30,-0.36,,0.5402,8342,69,426,해외 주식,KINDEX,False,False,False
203780,4,TIGER 미국나스닥바이오,23225,5,-5,-0.02,,12.9314,15655,362,418,해외 주식,TIGER,False,False,False
337140,2,KODEX 코스피대형주,14395,5,-50,-0.35,14469.0,-4.4327,474,6,417,국내 업종/테마,KODEX,False,False,False
243880,2,TIGER 200IT레버리지,59400,5,-680,-1.13,60000.0,-2.1658,4162,247,416,국내 업종/테마,TIGER,False,True,False
379780,4,KBSTAR 미국S&P500,11505,5,-20,-0.17,,11.6763,41273,473,414,해외 주식,KBSTAR,False,False,False
200250,4,KOSEF 인도Nifty50(합성),18890,2,120,0.64,,14.3118,77496,1468,406,해외 주식,KOSEF,False,False,False
326230,2,KBSTAR 내수주플러스,10765,5,-90,-0.83,10780.0,-4.023,1974,21,405,국내 업종/테마,KBSTAR,False,False,False
139270,2,TIGER 200 금융,6940,5,-40,-0.57,6968.0,-4.3836,42826,297,398,국내 업종/테마,TIGER,False,False,False
204450,4,KODEX 차이나H레버리지(H),5075,5,-160,-3.06,,-24.2951,139433,709,396,해외 주식,KODEX,False,True,True
395760,2,ARIRANG ESG성장주액티브,9640,5,-40,-0.41,9640.0,,662969,6372,390,국내 업종/테마,ARIRANG,False,False,False
280930,4,KODEX 미국러셀2000(H),14595,5,-145,-0.98,,-2.2871,5552,80,379,해외 주식,KODEX,False,False,True
356540,6,KINDEX KIS종합채권(AA-이상)액티브,98735,5,-135,-0.14,98782.0,0.672,4,0,379,채권,KINDEX,False,False,False
304770,1,HANARO 코스닥150,14790,5,-220,-1.47,14994.0,6.985,823,12,376,국내 시장지수,HANARO,False,False,False
228790,2,TIGER 화장품,3395,5,-30,-0.88,3396.0,-18.4524,135565,459,374,국내 업종/테마,TIGER,False,False,False
341850,7,TIGER KIS부동산인프라채권TR,5675,5,-5,-0.09,5668.0,-1.7981,32156,182,372,기타,TIGER,False,False,False
385720,1,TIMEFOLIO Kstock액티브,10000,5,-70,-0.7,10050.0,-0.5924,10794,107,370,국내 시장지수,TIMEFOLIO,False,False,False
266360,2,KODEX 미디어&엔터테인먼트,23115,5,-320,-1.37,23117.0,-2.8803,34716,802,370,국내 업종/테마,KODEX,False,False,False
269540,4,ARIRANG 미국S&P500(H),18390,5,-155,-0.84,,7.8197,14073,258,368,해외 주식,ARIRANG,False,False,True
123320,3,TIGER 레버리지,24260,2,110,0.46,24254.0,-9.4658,34513,833,364,국내 파생,TIGER,False,True,False
276650,4,KBSTAR 글로벌4차산업IT(합성 H),24050,5,-230,-0.95,,11.9151,5446,130,361,해외 주식,KBSTAR,False,False,True
396500,2,TIGER Fn반도체TOP10,8955,2,30,0.34,8967.0,,66441,592,358,국내 업종/테마,TIGER,False,False,False
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),10470,5,-5,-0.05,,-0.4089,14773,154,356,해외 주식,KODEX,False,False,True
169950,4,KODEX 차이나A50,22130,2,85,0.39,,-9.2052,10487,232,354,해외 주식,KODEX,False,False,False
310960,1,TIGER 200TR,21890,2,75,0.34,21889.0,-4.6756,404,8,350,국내 시장지수,TIGER,False,False,False
388280,2,KBSTAR Fn컨택트대표,9880,5,-65,-0.65,9882.0,-1.8263,46317,456,350,국내 업종/테마,KBSTAR,False,False,False
279530,2,KODEX 고배당,10230,2,45,0.44,10258.0,-0.5857,34005,348,348,국내 업종/테마,KODEX,False,False,False
359210,1,KODEX 코스피TR,14445,5,-5,-0.03,14497.0,-3.2798,147,2,347,국내 시장지수,KODEX,False,False,False
385600,2,네비게이터 친환경자동차밸류체인액티브,10880,2,80,0.74,10929.0,6.2992,11438,124,337,국내 업종/테마,네비게이터,False,False,False
114470,6,KOSEF 국고채3년,111970,2,10,0.01,111951.0,-0.2095,115,12,336,채권,KOSEF,False,False,False
272570,6,KBSTAR 중장기국공채액티브,103465,2,55,0.05,103434.0,-0.34700000000000003,8,0,334,채권,KBSTAR,False,False,False
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,97320,5,-90,-0.09,97223.0,2.0801,203,19,334,채권,KODEX,False,False,False
385590,2,네비게이터 ESG액티브,9650,5,-10,-0.1,9656.0,-3.0608,1887,18,328,국내 업종/테마,네비게이터,False,False,False
138230,7,KOSEF 미국달러선물,12355,2,60,0.49,12370.0,4.6382,22196,274,324,기타,KOSEF,False,False,False
227540,2,TIGER 200 헬스케어,26500,5,-120,-0.45,26501.0,4.5561,10620,280,323,국내 업종/테마,TIGER,False,False,False
252420,3,KBSTAR 200선물인버스2X,2085,5,-15,-0.71,2092.0,8.5271,260964,547,323,국내 파생,KBSTAR,True,False,False
244580,2,KODEX 바이오,15370,5,-185,-1.19,15446.0,9.658,35898,550,320,국내 업종/테마,KODEX,False,False,False
396520,4,TIGER 차이나반도체FACTSET,9355,5,-320,-3.31,,,138258,1300,314,해외 주식,TIGER,False,False,False
266420,2,KODEX 헬스케어,19150,5,-255,-1.31,19232.0,2.1853,10249,196,306,국내 업종/테마,KODEX,False,False,False
117460,2,KODEX 에너지화학,20695,2,320,1.57,20696.0,5.2155,24521,505,304,국내 업종/테마,KODEX,False,False,False
332620,6,ARIRANG 미국장기우량회사채,104690,5,-50,-0.05,,9.4747,1000,104,298,채권,ARIRANG,False,False,False
287180,4,ARIRANG 미국나스닥기술주,25050,2,20,0.08,,18.4011,5812,145,288,해외 주식,ARIRANG,False,False,False
331910,2,KOSEF Fn중소형,26995,5,-165,-0.61,26985.0,2.9763,1029,27,286,국내 업종/테마,KOSEF,False,False,False
319640,4,TIGER 골드선물(H),12935,5,-75,-0.58,,-4.7933,16717,216,285,해외 주식,TIGER,False,False,True
292160,1,TIGER KRX300,18895,2,60,0.32,18962.0,-4.0744,221,4,283,국내 시장지수,TIGER,False,False,False
364990,2,TIGER KRX게임K-뉴딜,11110,5,-55,-0.49,11115.0,-2.1044,551083,6140,283,국내 업종/테마,TIGER,False,False,False
137610,5,TIGER 농산물선물Enhanced(H),6285,2,10,0.16,,-8.126,14241,89,283,원자재,TIGER,False,False,True
236350,4,TIGER 인도니프티50레버리지(합성),25550,5,-100,-0.39,,31.3027,15800,403,281,해외 주식,TIGER,False,True,False
217780,4,TIGER 차이나CSI300인버스(합성),7385,2,50,0.68,,-0.8784,4419,32,281,해외 주식,TIGER,True,False,False
152870,1,파워 200,42130,2,125,0.3,42137.0,-4.1419999999999995,54,2,274,국내 시장지수,파워,False,False,False
181480,7,KINDEX 미국다우존스리츠(합성 H),97590,5,-1325,-1.34,,4.3297,4454,433,273,기타,KINDEX,False,False,True
385710,2,TIMEFOLIO BBIG액티브,10815,5,-45,-0.41,10814.0,8.2751,28645,309,270,국내 업종/테마,TIMEFOLIO,False,False,False
114100,6,KBSTAR 국고채3년,112480,2,110,0.1,112467.0,-0.284,95,10,270,채권,KBSTAR,False,False,False
277540,4,KINDEX S&P아시아TOP50,14920,5,-215,-1.42,,-4.1179,3028,45,269,해외 주식,KINDEX,False,False,False
354500,1,KINDEX 코스닥150,14885,5,-155,-1.03,14976.0,7.1225,1904,28,268,국내 시장지수,KINDEX,False,False,False
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15435,5,-140,-0.9,,-2.7778,5177,79,267,해외 주식,ARIRANG,False,False,True
250780,3,TIGER 코스닥150선물인버스,4350,2,35,0.81,4361.0,-7.7992,261839,1137,265,국내 파생,TIGER,True,False,False
322410,2,HANARO 고배당,11620,5,-20,-0.17,11619.0,5.8181,9200,106,261,국내 업종/테마,HANARO,False,False,False
390390,4,KODEX 미국반도체MV,10830,2,130,1.21,,,32006,346,260,해외 주식,KODEX,False,False,False
253250,3,KOSEF 200선물레버리지,22960,2,100,0.44,22973.0,-9.7869,4074,93,259,국내 파생,KOSEF,False,True,False
381560,2,HANARO Fn전기&수소차,10720,2,15,0.14,10716.0,4.541,99229,1061,257,국내 업종/테마,HANARO,False,False,False
252400,3,KBSTAR 200선물레버리지,23285,2,110,0.47,23260.0,-9.7371,13590,315,256,국내 파생,KBSTAR,False,True,False
176950,6,KODEX 국채선물10년인버스,46885,2,105,0.22,46895.0,-1.0262,1050,49,256,채권,KODEX,True,False,False
138910,5,KODEX 구리선물(H),8185,2,235,2.96,,-4.0435,103057,838,254,원자재,KODEX,False,False,True
261250,7,KODEX 미국달러선물레버리지,9970,2,105,1.06,9979.0,9.2469,97623,971,251,기타,KODEX,False,True,False
252410,3,KBSTAR 200선물인버스,5075,2,5,0.1,5071.0,4.1067,2084,10,249,국내 파생,KBSTAR,True,False,False
276990,4,KODEX 글로벌4차산업로보틱스(합성),19230,2,35,0.18,,13.2448,22737,436,244,해외 주식,KODEX,False,False,False
239660,6,ARIRANG 우량회사채50 1년,108585,3,0,0.0,108580.0,-0.0599,1433,155,239,채권,ARIRANG,False,False,False
160580,5,TIGER 구리실물,10125,2,145,1.45,,-5.088,101925,1029,238,원자재,TIGER,False,False,False
377990,2,TIGER Fn신재생에너지,10575,5,-5,-0.05,10589.0,-0.2358,28833,304,238,국내 업종/테마,TIGER,False,False,False
139250,2,TIGER 200 에너지화학,21345,2,275,1.31,21347.0,3.0569,24310,517,231,국내 업종/테마,TIGER,False,False,False
285690,2,FOCUS ESG리더스,11715,5,-10,-0.09,11772.0,-2.6568,347,4,228,국내 업종/테마,FOCUS,False,False,False
332610,6,ARIRANG 미국단기우량회사채,99160,5,-20,-0.02,,4.4879,16,1,228,채권,ARIRANG,False,False,False
304660,6,KODEX 미국채울트라30년선물(H),12650,5,-50,-0.39,,5.4379,11667,147,228,채권,KODEX,False,False,True
368680,2,KODEX Fn K-뉴딜디지털플러스,12625,5,-195,-1.52,12667.0,0.2345,7668,97,227,국내 업종/테마,KODEX,False,False,False
227570,2,TIGER 우량가치,12960,2,40,0.31,12963.0,0.3105,10628,137,226,국내 업종/테마,TIGER,False,False,False
211900,2,KODEX 배당성장,16590,2,20,0.12,16590.0,5.676,66559,1104,224,국내 업종/테마,KODEX,False,False,False
138520,2,TIGER 삼성그룹펀더멘털,12300,2,10,0.08,12303.0,-1.1661,5605,68,224,국내 업종/테마,TIGER,False,False,False
140710,2,KODEX 운송,6750,5,-5,-0.07,6751.0,-7.6556,66922,450,223,국내 업종/테마,KODEX,False,False,False
225800,3,KOSEF 미국달러선물레버리지,9495,2,125,1.33,9500.0,9.1438,9347,88,222,국내 파생,KOSEF,False,True,False
266410,2,KODEX 필수소비재,9245,5,-25,-0.27,9283.0,-10.7367,5420,50,222,국내 업종/테마,KODEX,False,False,False
237370,7,KODEX 배당성장채권혼합,12260,5,-15,-0.12,12288.0,1.4462,5812,71,221,기타,KODEX,False,False,False
365040,1,TIGER AI코리아그로스액티브,13780,5,-60,-0.43,13847.0,-2.0871,2562,35,220,국내 시장지수,TIGER,False,False,False
225130,4,KINDEX 골드선물 레버리지(합성 H),16835,5,-220,-1.29,,-10.0949,6099,102,219,해외 주식,KINDEX,False,True,True
329660,7,KODEX TRF5050,12540,2,20,0.16,12497.0,5.1658,13954,174,213,기타,KODEX,False,False,False
300640,2,KBSTAR 게임테마,15720,2,65,0.42,15716.0,1.1958,25815,408,212,국내 업종/테마,KBSTAR,False,False,False
210780,2,TIGER 코스피고배당,15660,3,0,0.0,15659.0,8.3362,117603,1836,207,국내 업종/테마,TIGER,False,False,False
329670,7,KODEX TRF7030,13590,2,55,0.41,13530.0,7.2079,12576,170,204,기타,KODEX,False,False,False
306950,3,KODEX KRX300레버리지,20010,2,30,0.15,20007.0,-7.6924,7949,158,200,국내 파생,KODEX,False,True,False
218420,4,KODEX 미국S&P에너지(합성),6540,2,35,0.54,,-9.4012,8038,52,199,해외 주식,KODEX,False,False,False
223190,2,KODEX 200가치저변동,11020,2,65,0.59,11037.0,-5.4381,4683,51,198,국내 업종/테마,KODEX,False,False,False
143460,2,KINDEX 밸류대형,9860,2,65,0.66,9862.0,-5.3166,43,0,197,국내 업종/테마,KINDEX,False,False,False
278620,6,ARIRANG 단기채권액티브,106030,5,-10,-0.01,106030.0,-0.0283,39,4,193,채권,ARIRANG,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,9865,5,-85,-0.85,9901.0,1.6343,38470,379,191,국내 업종/테마,KBSTAR,False,False,False
292730,1,FOCUS KRX300,18950,5,-20,-0.11,19053.0,-3.6323,1,0,190,국내 시장지수,FOCUS,False,False,False
152380,6,KODEX 국채선물10년,69975,2,25,0.04,69897.0,0.7852,511,35,189,채권,KODEX,False,False,False
138530,2,TIGER LG그룹+펀더멘털,11055,5,-80,-0.72,11091.0,-5.1534,12123,133,186,국내 업종/테마,TIGER,False,False,False
102960,2,KODEX 기계장비,5950,5,-10,-0.17,5963.0,-3.4818,50935,303,186,국내 업종/테마,KODEX,False,False,False
211560,2,TIGER 배당성장,20560,5,-5,-0.02,20559.0,6.8311,24754,509,185,국내 업종/테마,TIGER,False,False,False
248270,4,TIGER S&P글로벌헬스케어(합성),18470,5,-55,-0.3,,12.8884,5852,107,185,해외 주식,TIGER,False,False,False
200030,4,KODEX 미국S&P산업재(합성),20935,5,-30,-0.14,,2.7444,1730,36,183,해외 주식,KODEX,False,False,False
289040,2,KODEX MSCI KOREA ESG유니버설,12165,5,-10,-0.08,12241.0,-4.734,139,1,182,국내 업종/테마,KODEX,False,False,False
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),20000,2,210,1.06,,-2.9427,3394,67,180,해외 주식,KINDEX,False,True,True
238720,4,KINDEX 일본Nikkei225(H),19950,2,50,0.25,,5.0409,1451,28,180,해외 주식,KINDEX,False,False,True
140700,2,KODEX 보험,6900,5,-30,-0.43,6897.0,7.6923,38107,261,179,국내 업종/테마,KODEX,False,False,False
185680,4,KODEX 미국S&P바이오(합성),33690,5,-25,-0.07,,3.5791,1472,49,177,해외 주식,KODEX,False,False,False
316670,1,KOSEF 코스닥150,7375,5,-70,-0.94,7456.0,6.2054,2385,17,174,국내 시장지수,KOSEF,False,False,False
241180,4,TIGER 일본니케이225,19320,2,245,1.28,,9.1871,6069,116,174,해외 주식,TIGER,False,False,False
360140,2,KODEX 200롱코스닥150숏선물,10850,2,110,1.02,10867.0,-12.2908,12172,131,174,국내 업종/테마,KODEX,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),21490,5,-155,-0.72,,7.9281,273,5,172,해외 주식,KINDEX,False,False,True
237350,1,KODEX 코스피100,31240,2,30,0.1,31333.0,-5.1224,1838,57,172,국내 시장지수,KODEX,False,False,False
292500,1,SOL KRX300,18955,5,-20,-0.11,18998.0,-3.386,10,0,171,국내 시장지수,SOL,False,False,False
304760,1,HANARO KRX300,18705,5,-25,-0.13,18745.0,-3.5034,59,1,168,국내 시장지수,HANARO,False,False,False
230480,3,KOSEF 미국달러선물인버스2X,7890,5,-95,-1.19,7886.0,-9.3644,3809,30,167,국내 파생,KOSEF,True,False,False
352560,7,KODEX 다우존스미국리츠(H),14565,5,-195,-1.32,,4.3478,72094,1046,160,기타,KODEX,False,False,True
272910,6,KINDEX 중장기국공채액티브,100870,2,60,0.06,100842.0,0.1619,2,0,158,채권,KINDEX,False,False,False
245350,4,TIGER 유로스탁스배당30,13070,5,-90,-0.68,,0.4886,3655,47,157,해외 주식,TIGER,False,False,False
367740,2,HANARO Fn5G산업,13000,5,-135,-1.03,13002.0,0.1524,17741,229,156,국내 업종/테마,HANARO,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),10350,2,5,0.05,,2.7819,10195,104,155,해외 주식,TIGER,False,True,True
153270,1,KOSEF 코스피100,30900,2,45,0.15,30869.0,-5.0908,118,3,155,국내 시장지수,KOSEF,False,False,False
183700,7,KBSTAR 채권혼합,63460,2,155,0.24,63511.0,-1.7614,2,0,152,기타,KBSTAR,False,False,False
139240,2,TIGER 200 철강소재,10535,2,240,2.33,10555.0,3.6235,35580,372,152,국내 업종/테마,TIGER,False,False,False
391600,4,KINDEX 미국친환경그린테마INDXX,10110,5,-90,-0.88,,,230562,2331,152,해외 주식,KINDEX,False,False,False
284430,6,KODEX 200미국채혼합,13480,2,120,0.9,13435.0,1.2121,7016,94,151,채권,KODEX,False,False,False
182490,6,TIGER 단기선진하이일드(합성 H),12570,3,0,0.0,,0.56,3193,40,151,채권,TIGER,False,False,True
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12485,5,-15,-0.12,12503.0,-0.6755,2270,28,150,기타,KBSTAR,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,9255,5,-20,-0.22,,,24940,230,148,해외 주식,KODEX,False,False,False
122090,1,ARIRANG 코스피50,28385,2,35,0.12,28389.0,-5.0093,408,11,145,국내 시장지수,ARIRANG,False,False,False
269420,4,KODEX S&P글로벌인프라(합성),12365,5,-10,-0.08,,3.8606,20890,255,144,해외 주식,KODEX,False,False,False
253160,3,ARIRANG 200선물인버스2X,4175,5,-35,-0.83,4191.0,8.5051,24111,101,144,국내 파생,ARIRANG,True,False,False
308620,6,KODEX 미국채10년선물,11965,2,50,0.42,,5.2561,11606,138,144,채권,KODEX,False,False,False
365780,6,KINDEX 국고채10년,97610,2,100,0.1,97608.0,0.7959,74,7,143,채권,KINDEX,False,False,False
292050,1,KBSTAR KRX300,19120,2,20,0.1,19126.0,-3.5598,2011,38,143,국내 시장지수,KBSTAR,False,False,False
276000,4,TIGER 글로벌자원생산기업(합성 H),13000,5,-15,-0.12,,-7.4325,257,3,143,해외 주식,TIGER,False,False,True
337150,2,KODEX 200exTOP,14145,5,-95,-0.67,14189.0,-3.4249,2,0,141,국내 업종/테마,KODEX,False,False,False
251590,2,ARIRANG 고배당저변동50,11735,2,55,0.47,11734.0,0.5163,6225,72,141,국내 업종/테마,ARIRANG,False,False,False
307010,3,KBSTAR KRX300레버리지,20035,2,110,0.55,19906.0,-6.7837,441,8,140,국내 파생,KBSTAR,False,True,False
375760,2,HANARO 탄소효율그린뉴딜,9945,2,15,0.15,9950.0,-2.9326,324,3,139,국내 업종/테마,HANARO,False,False,False
140950,1,파워 코스피100,31555,2,225,0.72,31504.0,-5.2186,48,1,139,국내 시장지수,파워,False,False,False
253150,3,ARIRANG 200선물레버리지,46260,2,190,0.41,46246.0,-9.6224,89,4,139,국내 파생,ARIRANG,False,True,False
195920,4,TIGER 일본TOPIX(합성 H),17265,2,40,0.23,,6.6893,2679,45,138,해외 주식,TIGER,False,False,True
219900,4,KINDEX 중국본토CSI300레버리지(합성),5725,5,-5,-0.09,,-3.0457,5829,33,137,해외 주식,KINDEX,False,True,False
229720,1,KODEX KTOP30,22360,5,-25,-0.11,22438.0,-2.9061,1290,28,134,국내 시장지수,KODEX,False,False,False
360150,2,KODEX 코스닥150롱코스피200숏선물,8635,5,-145,-1.65,8659.0,13.2172,5,0,130,국내 업종/테마,KODEX,False,False,False
243890,2,TIGER 200에너지화학레버리지,23190,2,525,2.32,23288.0,4.135,9546,220,128,국내 업종/테마,TIGER,False,True,False
244670,2,KODEX 밸류Plus,10590,2,10,0.09,10598.0,-5.1547,150,1,127,국내 업종/테마,KODEX,False,False,False
361590,2,KBSTAR 코스피ex200,14855,5,-40,-0.27,14840.0,0.506,50,0,126,국내 업종/테마,KBSTAR,False,False,False
253290,7,KBSTAR 헬스케어채권혼합,12575,5,-40,-0.32,12567.0,1.6109,10673,133,126,기타,KBSTAR,False,False,False
279540,2,KODEX 최소변동성,12490,2,15,0.12,12527.0,0.8079999999999999,18,0,125,국내 업종/테마,KODEX,False,False,False
310080,4,KBSTAR 중국MSCI China(H),12460,5,-110,-0.88,,-11.944,4908,60,125,해외 주식,KBSTAR,False,False,True
248260,4,TIGER 일본TOPIX헬스케어(합성),12405,2,40,0.32,,6.9174,252,3,124,해외 주식,TIGER,False,False,False
104520,2,KOSEF 블루칩,10280,5,-15,-0.15,10280.0,-4.5434,233,2,123,국내 업종/테마,KOSEF,False,False,False
251600,7,ARIRANG 고배당주채권혼합,11210,2,10,0.09,11226.0,-0.2228,1850,20,123,기타,ARIRANG,False,False,False
391590,4,KINDEX 미국스팩&IPO INDXX,10145,2,100,1.0,,,14345,145,122,해외 주식,KINDEX,False,False,False
244620,2,KODEX 모멘텀Plus,13510,5,-75,-0.55,13505.0,9.424,831,11,122,국내 업종/테마,KODEX,False,False,False
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,11050,2,65,0.59,,,20912,230,122,해외 주식,KOSEF,False,False,False
196030,4,KINDEX 일본TOPIX레버리지(H),24250,2,180,0.75,,12.5818,682,16,121,해외 주식,KINDEX,False,True,True
261070,2,TIGER 코스닥150바이오테크,12440,5,-235,-1.85,12574.0,-0.39299999999999996,5620,70,117,국내 업종/테마,TIGER,False,False,False
265690,4,KINDEX 러시아MSCI(합성),33385,2,205,0.62,,8.3428,309,10,117,해외 주식,KINDEX,False,False,False
100910,1,KOSEF KRX100,6460,2,5,0.08,6461.0,-4.2285,74,0,116,국내 시장지수,KOSEF,False,False,False
395160,2,KODEX Fn시스템반도체,9545,5,-25,-0.26,9547.0,,153563,1460,115,국내 업종/테마,KODEX,False,False,False
208470,4,SOL 선진국MSCI World(합성 H),19050,5,-175,-0.91,,5.2847,121,2,114,해외 주식,SOL,False,False,True
292750,1,ARIRANG KRX300,18945,2,20,0.11,18936.0,-3.3453,21,0,114,국내 시장지수,ARIRANG,False,False,False
139660,7,KOSEF 미국달러선물인버스,10145,5,-60,-0.59,10142.0,-4.7597,197,1,113,기타,KOSEF,True,False,False
270800,2,KBSTAR KQ고배당,15990,5,-135,-0.84,15998.0,-0.7998,1115,17,112,국내 업종/테마,KBSTAR,False,False,False
316300,7,KINDEX 싱가포르리츠,12370,2,30,0.24,,3.6974,1946,24,111,기타,KINDEX,False,False,False
225030,4,TIGER 미국S&P500선물인버스(H),3750,2,20,0.54,,-6.399,22459,84,109,해외 주식,TIGER,True,False,True
101280,4,KODEX 일본TOPIX100,18040,3,0,0.0,,12.189,2431,43,108,해외 주식,KODEX,False,False,False
285000,2,KBSTAR 200IT,16280,5,-60,-0.37,16306.0,-0.2443,918,14,107,국내 업종/테마,KBSTAR,False,False,False
289250,2,TIGER MSCI KOREA ESG유니버설,12290,2,15,0.12,12286.0,-4.6602,108,1,107,국내 업종/테마,TIGER,False,False,False
352540,7,KODEX TSE일본리츠(H),13350,5,-100,-0.74,,-0.1114,161,2,107,기타,KODEX,False,False,True
253230,3,KOSEF 200선물인버스2X,2070,5,-10,-0.48,2079.0,8.3333,87525,182,106,국내 파생,KOSEF,True,False,False
108590,1,TREX 200,41840,2,95,0.23,41847.0,-3.9130000000000003,36,1,105,국내 시장지수,TREX,False,False,False
145850,2,TREX 펀더멘탈 200,41345,2,235,0.57,41325.0,-4.2172,31,1,103,국내 업종/테마,TREX,False,False,False
275290,2,KODEX MSCI밸류,12915,2,5,0.04,12985.0,-4.9338,1,0,103,국내 업종/테마,KODEX,False,False,False
337120,2,KODEX Fn멀티팩터,14675,3,0,0.0,14665.0,-3.0073,1711,25,103,국내 업종/테마,KODEX,False,False,False
300950,2,KODEX 게임산업,12775,5,-45,-0.35,12760.0,-4.7902,12144,155,102,국내 업종/테마,KODEX,False,False,False
368200,2,KBSTAR Fn K-뉴딜디지털플러스,12650,5,-190,-1.48,12665.0,0.5481,1202,15,101,국내 업종/테마,KBSTAR,False,False,False
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),12645,5,-155,-1.21,,8.0168,5359,67,101,기타,KBSTAR,False,False,False
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,10115,5,-90,-0.88,,2.3057,27,0,101,기타,KINDEX,False,False,False
152500,3,KINDEX 레버리지,10075,2,15,0.15,10097.0,-9.5324,10033,100,101,국내 파생,KINDEX,False,True,False
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),14245,5,-210,-1.45,,-11.0462,220,3,100,해외 주식,TIGER,False,True,True
271060,5,KODEX 3대농산물선물(H),10380,2,50,0.48,,-13.0472,5719,59,100,원자재,KODEX,False,False,True
395150,2,KODEX Fn웹툰&드라마,8910,5,-130,-1.44,8909.0,,105144,933,98,국내 업종/테마,KODEX,False,False,False
